PMID,Sentence,Subject,Predicate,Object
11992395,The subjects consisted of 35 children with ALL who were treated with prophylactic 18 Gy cranial irradiation at Kanagawa Children's Medical Center between October 1981 and February 1995.,Prophylactic Cranial Irradiation,TREATS,"Leukemia, Lymphocytic, Acute"
12098004,Resistance to glucocorticoids is nowadays one of the strongest adverse risk factors in the treatment of childhood acute lymphoblastic leukemia (ALL).,Glucocorticoids,ISA,Therapeutic procedure
12098004,Resistance to glucocorticoids is nowadays one of the strongest adverse risk factors in the treatment of childhood acute lymphoblastic leukemia (ALL).,Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute, L1"
12650297,"METHODS: Thirty-five children and adolescents with ALL, aged 2.4-17.4 y, were fasted for up to 16 h during MT.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Adolescent
12650297,"METHODS: Thirty-five children and adolescents with ALL, aged 2.4-17.4 y, were fasted for up to 16 h during MT.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
12650297,AIM: To determine the mechanisms of fasting hypoglycaemia occurring during maintenance therapy (MT) for childhood acute lymphoblastic leukaemia (ALL).,Maintenance therapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
12687755,Follow-up of minimal residual disease in acute childhood lymphoblastic leukemia by WT1 gene expression in the peripheral blood: the Hungarian experience.,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
12687755,Follow-up of minimal residual disease in acute childhood lymphoblastic leukemia by WT1 gene expression in the peripheral blood: the Hungarian experience.,peripheral blood,LOCATION_OF,WT1 gene | WT1
10760773,"CONCLUSIONS: These data suggest that although a cytogenetically detectable 12p aberration is a favorable risk factor for children with ALL and pseudodiploidy, it is not prognostic for the overall group of pediatric ALL patients treated with contemporary therapies of the CCG.","Leukemia, Lymphocytic, Acute, L1",PROCESS_OF,Patients
10760773,"BACKGROUND: The authors have determined the prognostic significance of cytogenetically detectable 12p abnormalities, which are frequent in children with acute lymphoblastic leukemia (ALL), in a large cohort of patients treated on risk-adjusted protocols of the Children's Cancer Group (CCG).","Leukemia, Lymphocytic, Acute",PROCESS_OF,cohort
10760773,"BACKGROUND: The authors have determined the prognostic significance of cytogenetically detectable 12p abnormalities, which are frequent in children with acute lymphoblastic leukemia (ALL), in a large cohort of patients treated on risk-adjusted protocols of the Children's Cancer Group (CCG).","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
10760773,Prognostic significance of cytogenetic abnormalities of chromosome arm 12p in childhood acute lymphoblastic leukemia: a report from the Children's Cancer Group.,Chromosome abnormality,COEXISTS_WITH,"Leukemia, Lymphocytic, Acute, L1"
10760773,"CONCLUSIONS: These data suggest that although a cytogenetically detectable 12p aberration is a favorable risk factor for children with ALL and pseudodiploidy, it is not prognostic for the overall group of pediatric ALL patients treated with contemporary therapies of the CCG.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
10760773,"CONCLUSIONS: These data suggest that although a cytogenetically detectable 12p aberration is a favorable risk factor for children with ALL and pseudodiploidy, it is not prognostic for the overall group of pediatric ALL patients treated with contemporary therapies of the CCG.",Therapeutic procedure,TREATS,Patients
10760773,"CONCLUSIONS: These data suggest that although a cytogenetically detectable 12p aberration is a favorable risk factor for children with ALL and pseudodiploidy, it is not prognostic for the overall group of pediatric ALL patients treated with contemporary therapies of the CCG.",Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute, L1"
10764156,"Immunofluorescence stainings for the CD10 antigen and terminal deoxynucleotidyl transferase (TdT) can be used for the detection of leukemic blasts in CD10+ precursor-B-acute lymphoblastic leukemia (precursor-B-ALL) patients, but can also provide insight into the regeneration of normal precursor-B-cells in bone marrow (BM).","Leukemia, B-Cell, Acute",PROCESS_OF,Patients
10764156,"Immunofluorescence stainings for the CD10 antigen and terminal deoxynucleotidyl transferase (TdT) can be used for the detection of leukemic blasts in CD10+ precursor-B-acute lymphoblastic leukemia (precursor-B-ALL) patients, but can also provide insight into the regeneration of normal precursor-B-cells in bone marrow (BM).",Detection,TREATS,Patients
10764156,"Immunofluorescence stainings for the CD10 antigen and terminal deoxynucleotidyl transferase (TdT) can be used for the detection of leukemic blasts in CD10+ precursor-B-acute lymphoblastic leukemia (precursor-B-ALL) patients, but can also provide insight into the regeneration of normal precursor-B-cells in bone marrow (BM).",Staining method,USES,Detection
10764156,"Immunofluorescence stainings for the CD10 antigen and terminal deoxynucleotidyl transferase (TdT) can be used for the detection of leukemic blasts in CD10+ precursor-B-acute lymphoblastic leukemia (precursor-B-ALL) patients, but can also provide insight into the regeneration of normal precursor-B-cells in bone marrow (BM).",Detection,TREATS,"Leukemia, B-Cell, Acute"
10799421,CONCLUSION: Treatment for childhood ALL with cranial irradiation and chemotherapy at a young age is clearly associated with poorer academic career.,Cranial Irradiation,TREATS,"Leukemia, Lymphocytic, Acute, L1"
10799421,CONCLUSION: Treatment for childhood ALL with cranial irradiation and chemotherapy at a young age is clearly associated with poorer academic career.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
10877334,"METHODS: The latest SEER data (1973-1995) were analyzed for trends in childhood (age 0-14) leukemia incidence rates by histologic group (all leukemia combined, acute lymphocytic leukemia (ALL), acute mylogenous leukemia (AML), and other acute leukemia) for each SEER reporting region.","Leukemia, Lymphocytic, Acute",ISA,Acute leukemia
10877334,"METHODS: The latest SEER data (1973-1995) were analyzed for trends in childhood (age 0-14) leukemia incidence rates by histologic group (all leukemia combined, acute lymphocytic leukemia (ALL), acute mylogenous leukemia (AML), and other acute leukemia) for each SEER reporting region.","Leukemia, Lymphocytic, Acute",ISA,Acute leukemia
10914546,"We studied a total of 74 precursor B-ALL children, including 21 t(12;21)+ and 53 t(12;21)- cases.","Leukemia, B-Cell, Acute",PROCESS_OF,Child
10914547,We conclude that moab 7.1 is a sensitive but not entirely specific marker for the identification of 11q23-associated AML and ALL by flow cytometry in children and adults.,"Leukemia, Myelocytic, Acute",PROCESS_OF,Child
10914547,We conclude that moab 7.1 is a sensitive but not entirely specific marker for the identification of 11q23-associated AML and ALL by flow cytometry in children and adults.,"Leukemia, Myelocytic, Acute",PROCESS_OF,Adult
10914547,We conclude that moab 7.1 is a sensitive but not entirely specific marker for the identification of 11q23-associated AML and ALL by flow cytometry in children and adults.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
10914547,We conclude that moab 7.1 is a sensitive but not entirely specific marker for the identification of 11q23-associated AML and ALL by flow cytometry in children and adults.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Adult
11412468,[Cytogenetic abnormalities in acute lymphoblastic leukemia].,Chromosome abnormality,COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
11412473,[Ocular infiltration in the anterior chamber in a female infant with acute non-lymphoblastic leukemia].,Ocular infiltration,TREATS,"Leukemia, Lymphocytic, Acute"
11412473,[Ocular infiltration in the anterior chamber in a female infant with acute non-lymphoblastic leukemia].,Ocular infiltration,TREATS,Infant
11412473,[Ocular infiltration in the anterior chamber in a female infant with acute non-lymphoblastic leukemia].,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Infant
12100141,No significant difference in expression of BCRP mRNA was measured between initial-stage and relapsed-stage ALL or between normal MNC obtained from BM and ALL patients.,Bone Marrow,LOCATION_OF,"Leukemia, Lymphocytic, Acute"
12100141,No significant difference in expression of BCRP mRNA was measured between initial-stage and relapsed-stage ALL or between normal MNC obtained from BM and ALL patients.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
12100141,"Sixty-seven children (47 initial stage, 20 relapses) with ALL were analysed for BCRP gene expression by TaqMan real-time polymerase chain reaction.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
12384148,RESULTS: Thirty-four of the 36 children with precursor-B ALL (94%) displayed at least one clonal Ig heavy chain (IgH) or TCR gene sequence useful as a molecular target.,Immunoglobulin Heavy Chains,PART_OF,Clone
12384148,MATERIALS AND METHODS: DNA samples from 36 children with newly diagnosed precursor-B ALL were available for molecular analysis.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
12384148,In the present study we evaluated a real-time PCR-based technology for MRD quantification in children with precursor-B ALL.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
12384148,OBJECTIVE: Clone specific immunoglobulin (Ig) and T-cell receptor (TCR) gene sequences can be used as molecular targets for detection of minimal residual disease (MRD) in acute lymphoblastic leukemia (ALL).,"Neoplasm, Residual",COEXISTS_WITH,"Leukemia, Lymphocytic, Acute"
12384148,OBJECTIVE: Clone specific immunoglobulin (Ig) and T-cell receptor (TCR) gene sequences can be used as molecular targets for detection of minimal residual disease (MRD) in acute lymphoblastic leukemia (ALL).,Detection,USES,Specific immunoglobulins
12384148,OBJECTIVE: Clone specific immunoglobulin (Ig) and T-cell receptor (TCR) gene sequences can be used as molecular targets for detection of minimal residual disease (MRD) in acute lymphoblastic leukemia (ALL).,Specific immunoglobulins,PART_OF,Clone
12384148,RESULTS: Thirty-four of the 36 children with precursor-B ALL (94%) displayed at least one clonal Ig heavy chain (IgH) or TCR gene sequence useful as a molecular target.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
12799535,"As more children with acute lymphoblastic leukemia survive into adolescence and adulthood, there is a need to address the late sequelae of current therapy and to develop more leukemia-specific treatments.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
12799535,The development of effective therapy for children with acute lymphoblastic leukemia is one of the great successes of clinical hematology andoncology.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
12799535,The development of effective therapy for children with acute lymphoblastic leukemia is one of the great successes of clinical hematology andoncology.,Therapeutic procedure,TREATS,Child
12799535,The development of effective therapy for children with acute lymphoblastic leukemia is one of the great successes of clinical hematology andoncology.,Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute"
10618625,Effective preventive central nervous system therapy with extended triple intrathecal therapy and the modified ALL-BFM 86 chemotherapy program in an enlarged non-high risk group of children and adolescents with non-B-cell acute lymphoblastic leukemia: the Israel National Study report.,"Leukemia, B-Cell, Acute",PROCESS_OF,Adolescent
10618625,Effective preventive central nervous system therapy with extended triple intrathecal therapy and the modified ALL-BFM 86 chemotherapy program in an enlarged non-high risk group of children and adolescents with non-B-cell acute lymphoblastic leukemia: the Israel National Study report.,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
10618625,"BACKGROUND: Preventive cranial radiotherapy (CRT) in childhood acute lymphoblastic leukemia (ALL), although effective, may be associated with neurologic sequelae and second malignancies.",Radiation therapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
10618625,Effective preventive central nervous system therapy with extended triple intrathecal therapy and the modified ALL-BFM 86 chemotherapy program in an enlarged non-high risk group of children and adolescents with non-B-cell acute lymphoblastic leukemia: the Israel National Study report.,Therapeutic procedure,TREATS,high-risk group
