NCT,Subject,Predicate,Object
NCT01506453,Vincristine,TREATS,"Leukemia, Lymphocytic, Acute, L1"
NCT01506453,Therapeutic procedure,TREATS,Peripheral neuropathic pain
NCT01506453,Therapeutic procedure,USES,Vincristine
NCT00098839,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00098839,hLL2 agent,TREATS,Patients
NCT00098839,hLL2 agent,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00098839,hLL2 agent,AFFECTS,Growth
NCT00098839,hLL2 agent,ISA,Monoclonal Antibodies
NCT00098839,Pharmaceutical Preparations,DISRUPTS,Growth
NCT00098839,Combination Drug Therapy,TREATS,Patients
NCT00098839,Remission Induction,TREATS,Patients
NCT00098839,hLL2 agent,ADMINISTERED_TO,Patients
NCT00098839,Drug Kinetics,PROCESS_OF,Patients
NCT00098839,Antibody Formation,PROCESS_OF,Patients
NCT00098839,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00098839,Methotrexate,TREATS,CNS disorder
NCT00098839,Neoadjuvant Therapy,NEG_ADMINISTERED_TO,Patients
NCT00098839,CNS disorder,PROCESS_OF,Patients
NCT00098839,CNS disorder,PROCESS_OF,Patients
NCT00098839,Methotrexate,ADMINISTERED_TO,Patients
NCT00098839,CNS disorder,PROCESS_OF,Patients
NCT00098839,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00098839,Filgrastim,ADMINISTERED_TO,Patients
NCT00098839,Cytarabine,ADMINISTERED_TO,Patients
NCT00098839,Doxorubicin,ADMINISTERED_TO,Patients
NCT00098839,Methotrexate,ADMINISTERED_TO,Patients
NCT00098839,Prednisone,ADMINISTERED_TO,Patients
NCT00098839,Vincristine,ADMINISTERED_TO,Patients
NCT00098839,pegaspargase,ADMINISTERED_TO,Patients
NCT00098839,Granulocyte Colony-Stimulating Factor,ADMINISTERED_TO,Patients
NCT00098839,hLL2 agent,ADMINISTERED_TO,Patients
NCT00098839,CNS disorder,PROCESS_OF,Patients
NCT00098839,Methotrexate,ADMINISTERED_TO,Patients
NCT00098839,CNS disorder,PROCESS_OF,Patients
NCT00098839,Neoadjuvant Therapy,ADMINISTERED_TO,Patients
NCT00098839,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00098839,hLL2 agent,PART_OF,Pilot
NCT00089349,6-Mercaptopurine,TREATS,Patients
NCT00089349,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00089349,Methotrexate,TREATS,Patients
NCT00089349,Methotrexate,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00089349,alemtuzumab,ADMINISTERED_TO,Patients
NCT00089349,alemtuzumab,TREATS,Patients
NCT00089349,alemtuzumab,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00089349,alemtuzumab,ISA,Monoclonal Antibodies
NCT00089349,6-Mercaptopurine,DISRUPTS,"Tumor cells, malignant"
NCT00089349,Methotrexate,DISRUPTS,"Tumor cells, malignant"
NCT00089349,6-Mercaptopurine,TREATS,Child
NCT00089349,6-Mercaptopurine,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00089349,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00089349,Methotrexate,TREATS,Child
NCT00089349,Methotrexate,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00089349,Drug Kinetics,PROCESS_OF,Patients
NCT00089349,Immune response,PROCESS_OF,Patients
NCT00089349,alemtuzumab,TREATS,Patients
NCT00089349,Blood,PART_OF,Patients
NCT00089349,Marrow,PART_OF,Patients
NCT00089349,CNS disorder,PROCESS_OF,Patients
NCT00089349,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00089349,Methotrexate,ADMINISTERED_TO,Patients
NCT00089349,alemtuzumab,ADMINISTERED_TO,Patients
NCT00089349,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00089349,Induction,TREATS,Child
NCT00089349,Induction,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00089349,Campath 1H,TREATS,Child
NCT00089349,Campath 1H,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT03467256,"Leukemia, B-Cell, Acute",PROCESS_OF,Child
NCT03467256,"Leukemia, B-Cell, Acute",PROCESS_OF,Young adult
NCT03467256,Prophylactic treatment,TREATS,Child
NCT03467256,Prophylactic treatment,TREATS,Young adult
NCT03467256,Prophylactic treatment,TREATS(INFER),"Leukemia, B-Cell, Acute"
NCT03467256,Infusion procedures,PRECEDES,T cell therapy
NCT03467256,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00103285,Combination Drug Therapy,TREATS,Patients
NCT00103285,Chemotherapy-Oncologic Procedure,TREATS,Patients
NCT00103285,Pharmaceutical Preparations,DISRUPTS,Growth
NCT00103285,Combination Drug Therapy,USES,Pharmaceutical Preparations
NCT00103285,ASPARAGINASE,TREATS,Child
NCT00103285,Therapeutic procedure,TREATS,Patients
NCT00103285,Patient identification,METHOD_OF,Therapeutic procedure
NCT00103285,Therapeutic procedure,TREATS,"Neoplasm, Residual"
NCT00103285,Upper arm,LOCATION_OF,"Neoplasm, Residual"
NCT00103285,Cytarabine,ADMINISTERED_TO,Patients
NCT00103285,Disease,PROCESS_OF,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,Bone Marrow,PART_OF,Patients
NCT00103285,Bone Marrow,PART_OF,Patients
NCT00103285,Bone Marrow,PART_OF,Patients
NCT00103285,Bone Marrow,PART_OF,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,Methotrexate,ADMINISTERED_TO,Patients
NCT00103285,Vincristine,ADMINISTERED_TO,Patients
NCT00103285,pegaspargase,ADMINISTERED_TO,Patients
NCT00103285,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00103285,Upper Extremity,LOCATION_OF,Methotrexate
NCT00103285,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00103285,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,Dexamethasone,ADMINISTERED_TO,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00103285,Disease,PROCESS_OF,Patients
NCT00103285,Down Syndrome,PROCESS_OF,Patients
NCT00103285,Methotrexate,NEG_ADMINISTERED_TO,Patients
NCT00103285,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00103285,Maintenance therapy,ADMINISTERED_TO,Patients
NCT00103285,Maintenance therapy,NEG_ADMINISTERED_TO,Patients
NCT00103285,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT00103285,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00103285,Disease,PROCESS_OF,Patients
NCT00103285,Methotrexate,NEG_ADMINISTERED_TO,Patients
NCT00103285,Radiation therapy,TREATS,Patients
NCT00103285,Radiation therapy,TREATS(INFER),Disease
NCT00103285,Therapeutic procedure,TREATS,Male gender
NCT00103285,Maintenance therapy,TREATS,Female
NCT00103285,Maintenance therapy,TREATS,Patients
NCT00022737,Combination Drug Therapy,NEG_TREATS,Child
NCT00022737,Combination Drug Therapy,TREATS,Child
NCT00022737,Combination Drug Therapy,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00022737,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00022737,Bone Marrow,PART_OF,Patients
NCT00022737,Toxic effect,PROCESS_OF,Child
NCT00022737,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00022737,Treatment Protocols,TREATS,Patients
NCT00022737,Imatinib mesylate,TREATS,Philadelphia chromosome positive
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Toxic effect,PROCESS_OF,Patients
NCT00022737,Methotrexate,ADMINISTERED_TO,Patients
NCT00022737,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00022737,Filgrastim,ADMINISTERED_TO,Patients
NCT00022737,Cytarabine,ADMINISTERED_TO,Patients
NCT00022737,Hydrocortisone,ADMINISTERED_TO,Patients
NCT00022737,Methotrexate,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Radiation therapy,TREATS,Patients
NCT00022737,Radiation therapy,TREATS(INFER),Testicular Leukemia
NCT00022737,Testicular Leukemia,PROCESS_OF,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00022737,Granulocyte Colony-Stimulating Factor,ADMINISTERED_TO,Patients
NCT00022737,Oral form dexamethasone,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00022737,Daunorubicin,ADMINISTERED_TO,Patients
NCT00022737,Dexamethasone,ADMINISTERED_TO,Patients
NCT00022737,Vincristine,ADMINISTERED_TO,Patients
NCT00022737,pegaspargase,ADMINISTERED_TO,Patients
NCT00022737,Granulocyte Colony-Stimulating Factor,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,ASPARAGINASE,ADMINISTERED_TO,Patients
NCT00022737,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00022737,Cytarabine,ADMINISTERED_TO,Patients
NCT00022737,Etoposide,ADMINISTERED_TO,Patients
NCT00022737,Methotrexate,ADMINISTERED_TO,Patients
NCT00022737,Filgrastim,ADMINISTERED_TO,Patients
NCT00022737,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Dexamethasone,ADMINISTERED_TO,Patients
NCT00022737,Vincristine,ADMINISTERED_TO,Patients
NCT00022737,Radiation therapy,TREATS,Patients
NCT00022737,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00022737,Methotrexate,ADMINISTERED_TO,Patients
NCT00022737,Dexamethasone,ADMINISTERED_TO,Patients
NCT00022737,Vincristine,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00022737,Methotrexate,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00022737,Central Nervous System Leukemia,PROCESS_OF,Patients
NCT00022737,Radiation therapy,TREATS,Patients
NCT00022737,Methotrexate,ADMINISTERED_TO,Patients
NCT00022737,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00022737,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00022737,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00022737,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Adolescent
NCT00022737,STI571,ISA,imatinib
NCT00022737,Children's Oncology Group,LOCATION_OF,Pilot Projects
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00268528,long-term care,TREATS,Patients
NCT00268528,long-term care,USES,6-Mercaptopurine
NCT00268528,Pharmaceutical Preparations,NEG_ADMINISTERED_TO,Patients
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00268528,6-Mercaptopurine,TREATS,cohort
NCT00268528,Caucasoid Race,ISA,Racial group
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Racial group
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF(SPEC),Caucasoid Race
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF(SPEC),Asians
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF(SPEC),African American
NCT00268528,Asians,ISA,Racial group
NCT00268528,African American,ISA,Racial group
NCT00268528,Monitoring Systems,TREATS,cohort
NCT00268528,Monitoring Systems,compared_with,6-Mercaptopurine
NCT00268528,6-Mercaptopurine,TREATS,cohort
NCT00268528,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00268528,Methotrexate,ADMINISTERED_TO,Patients
NCT00268528,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00268528,ethnic,PROCESS_OF,Child
NCT00268528,racial differences,PROCESS_OF,Child
NCT00016302,Combination Drug Therapy,TREATS,Patients
NCT00016302,Pharmaceutical Preparations,DISRUPTS,"Tumor cells, malignant"
NCT00016302,Pharmaceutical Preparations,DISRUPTS,"Tumor cells, malignant"
NCT00016302,Chemotherapy-Oncologic Procedure,TREATS,Patients
NCT00016302,Pharmacotherapy,TREATS,Patients
NCT00016302,Cytarabine,ADMINISTERED_TO,Patients
NCT00016302,Methotrexate,ADMINISTERED_TO,Patients
NCT00016302,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00016302,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00016302,Leucovorin Calcium,ADMINISTERED_TO,Patients
NCT00016302,Cranial Irradiation,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00016302,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00016302,"Neoplasm, Residual",PROCESS_OF,Patients
NCT00016302,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00016302,Methotrexate,ADMINISTERED_TO,Patients
NCT00016302,CNS disorder,PROCESS_OF,Patients
NCT00016302,6-Mercaptopurine,ADMINISTERED_TO,Patients
NCT00016302,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT00016302,Consolidation Therapy,ISA,Therapeutic procedure
NCT00016302,Nelarabine,ADMINISTERED_TO,Patients
NCT00016302,Consolidation Therapy,ADMINISTERED_TO,Patients
NCT00016302,Consolidation Therapy,ISA,Therapeutic procedure
NCT00016302,Chemotherapy-Oncologic Procedure,TREATS,"Leukemia, T-Cell"
NCT00016302,GW506U78,ISA,Nelarabine
NCT01656512,Malignant Neoplasms,PROCESS_OF,Child
NCT01656512,Glucocorticoids,ASSOCIATED_WITH,Fracture
NCT01656512,Osteoporosis,AFFECTS,Adolescent
NCT01700946,Therapeutic procedure,TREATS,Large Cell Lymphoblastic Lymphoma
NCT01700946,Therapeutic procedure,TREATS,Precursor B-cell lymphoblastic leukemia
NCT01700946,Therapeutic procedure,TREATS,Lymphoblastic Leukemia
NCT01700946,Therapeutic procedure,TREATS,Lymphoma
NCT01700946,Therapeutic procedure,ADMINISTERED_TO,Participant
NCT01700946,Pharmacotherapy,TREATS,Participant
NCT01700946,Hemopoietic stem cell transplant,METHOD_OF,Therapeutic procedure
NCT01700946,Pharmacotherapy,ADMINISTERED_TO,Participant
NCT01700946,Therapeutic procedure,TREATS,Large Cell Lymphoblastic Lymphoma
NCT01700946,Therapeutic procedure,TREATS,Precursor B-cell lymphoblastic leukemia
NCT01700946,Pharmacotherapy,TREATS,Participant
NCT01700946,Therapeutic procedure,USES,rituximab
NCT01700946,Therapeutic procedure,compared_with,Pharmacotherapy
NCT01700946,"Neoplasm, Residual",PRODUCES,MS4A1 gene
NCT01700946,rituximab,ISA,Therapeutic procedure
NCT01700946,Hemopoietic stem cell transplant,METHOD_OF,Remission Induction Therapy
NCT01700946,Hemopoietic stem cell transplant,TREATS,Participant
NCT01700946,Precursor B-cell lymphoblastic leukemia,PROCESS_OF,Participant
NCT01700946,Remission Induction Therapy,TREATS,Participant
NCT01700946,Remission Induction Therapy,TREATS(INFER),Precursor B-cell lymphoblastic leukemia
NCT01700946,Remission Induction,TREATS,Participant
NCT01700946,Treatment Protocols,ISA,Therapeutic procedure
NCT01700946,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT01700946,"Neoplasm, Residual",ISA,Residual Tumor
NCT01700946,Lymphoma,PROCESS_OF,Participant
NCT01700946,Blood Component Removal,TREATS,Donor person
NCT01700946,Dexamethasone,ADMINISTERED_TO,Patients
NCT01700946,Cytarabine,ADMINISTERED_TO,Patients
NCT01700946,Hydrocortisone,ADMINISTERED_TO,Patients
NCT01700946,Methotrexate,ADMINISTERED_TO,Patients
NCT01700946,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT01700946,"Neoplasm, Residual",PROCESS_OF,Patients
NCT01700946,"Neoplasm, Residual",PROCESS_OF,Patients
NCT01700946,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT01700946,Etoposide,ADMINISTERED_TO,Patients
NCT01700946,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT01700946,clofarabine,ADMINISTERED_TO,Patients
NCT01700946,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT01700946,Remission Induction,ADMINISTERED_TO,Patients
NCT01700946,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT01700946,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT01700946,"Neoplasm, Residual",PROCESS_OF,Patients
NCT02011022,Drug Kinetics,AFFECTS,Patients
NCT02011022,lymphoblast,LOCATION_OF,Malignant Neoplasms
NCT02011022,Drug Kinetics,AFFECTS,Patients
NCT02011022,Serum,LOCATION_OF,Creatinine
NCT02011022,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT02011022,Methotrexate,TREATS,Child
NCT02011022,Methotrexate,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT02011022,Methotrexate,TREATS,"Leukemia, Lymphocytic, Acute, L1"
NCT01990807,Treatment Protocols,TREATS,"Leukemia, Lymphocytic, Acute, L1"
NCT01990807,"Leukemia, Lymphocytic, Acute",PROCESS_OF,high-risk group
NCT01990807,Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute"
NCT01990807,"Leukemia, Lymphocytic, Acute, L1",ISA,"Leukemia, Lymphocytic, Acute"
NCT03385681,educational intervention,TREATS,"Pain, Postoperative"
NCT03385681,Intervention regimes,METHOD_OF,Supervision
NCT03369847,Asthma,PROCESS_OF,Child
NCT03369847,Steroids,TREATS,Asthma
NCT03369847,Accident and Emergency department,LOCATION_OF,Clinical Research
NCT03369847,prescription procedure,ADMINISTERED_TO,Patients
NCT03369847,Physicians,DIAGNOSES,Asthma
NCT03369847,Adrenal Cortex Hormones,ADMINISTERED_TO,Child
NCT03369847,Pharmaceutical Preparations,ADMINISTERED_TO,Patients
NCT03369847,Pulmicort,ISA,Budesonide
NCT03369847,Pharmaceutical Preparations,NEG_ADMINISTERED_TO,Control Groups
NCT03369847,Asthma,ISA,Symptoms
NCT01861002,Cytarabine,ISA,Chemotherapy-Oncologic Procedure
NCT01861002,Pharmacotherapy,TREATS,Child
NCT01861002,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01861002,leukemia,AFFECTS,Hypermethylation
NCT01861002,Azacitidine,TREATS,Aberrant DNA Methylation
NCT01861002,5-aza-2'-deoxycytidine,TREATS,Aberrant DNA Methylation
NCT01861002,Tumor Suppressor Genes,AFFECTS,Apoptosis
NCT01861002,Cytarabine,AUGMENTS,"Leukemia, Myelocytic, Acute"
NCT01861002,Pharmacotherapy,TREATS,Aberrant DNA Methylation
NCT01861002,fludarabine,AUGMENTS,"Leukemia, Myelocytic, Acute"
NCT01861002,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01861002,"Leukemia, Myelocytic, Acute",PROCESS_OF,Patients
NCT01861002,Treatment Protocols,TREATS,leukemia
NCT01861002,Cytarabine,PREVENTS,Complication
NCT01861002,Chemotherapy-Oncologic Procedure,TREATS,"Leukemia, Myelocytic, Acute"
NCT01861002,Children's Oncology Group,LOCATION_OF,Clinical Trials
NCT01861002,Pharmacotherapy,TREATS,Child
NCT01411267,Cytarabine,TREATS,Patients
NCT01411267,Etoposide,TREATS,Patients
NCT01411267,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT01411267,leukemia,PROCESS_OF,Persons
NCT01411267,FLT3 gene,AFFECTS,Cells
NCT01411267,Extrinsic,LOCATION_OF,Normal cell
NCT01411267,FLT3 gene,PART_OF,Cells
NCT01411267,FLT3 gene,PART_OF,Leukemic Cell
NCT01411267,FLT3 gene,PART_OF,Leukemic Cell
NCT01411267,Leukemic Cell,PART_OF,Persons
NCT01411267,FLT3 gene,ISA,Pharmaceutical Preparations
NCT01411267,Cytarabine,TREATS,leukemia
NCT01411267,Etoposide,TREATS,leukemia
NCT01411267,Cytarabine,ISA,Pharmaceutical Preparations
NCT02879643,Pharmacotherapy,TREATS,Child
NCT02879643,Pharmacotherapy,TREATS,Adolescent
NCT02879643,Pharmacotherapy,TREATS,Young adult
NCT02879643,vincristine sulfate liposomes,ISA,Injection procedure
NCT02879643,Injection procedure,USES,vincristine sulfate liposomes
NCT02879643,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT02879643,Induction,TREATS,Child
NCT02879643,Induction,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT02879643,Treatment Protocols,compared_with,Vincristine
NCT02879643,Pharmacotherapy,TREATS,Child
NCT02879643,Pharmacotherapy,TREATS,Adolescent
NCT02879643,Pharmacotherapy,TREATS,Young adult
NCT02879643,vincristine sulfate liposomes,ISA,Injection procedure
NCT02879643,Injection procedure,USES,vincristine sulfate liposomes
NCT00537030,Hypersensitivity,PROCESS_OF,Patients
NCT00537030,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00537030,Adverse effects,PROCESS_OF,Patients
NCT00537030,Pharmaceutical Preparations,DISRUPTS,Cells
NCT00537030,Erwinia asparaginase,DISRUPTS,Growth
NCT00537030,Erwinia asparaginase,ISA,Pharmacotherapy
NCT00537030,Asparagine,compared_with,Erwinase
NCT00537030,Child,LOCATION_OF,"Antibodies, Anti-Idiotypic"
NCT00537030,Hypersensitivity,PROCESS_OF,Child
NCT00537030,leukemia,PROCESS_OF,Child
NCT00537030,Drug Kinetics,PROCESS_OF,Child
NCT00537030,Plasma,LOCATION_OF,Asparagine
NCT00537030,pegaspargase,TREATS,Toxic effect
NCT00537030,Therapeutic procedure,USES,Erwinase
NCT00537030,Erwinase,ISA,Therapeutic procedure
NCT00537030,Erwinase,TREATS,Patients
NCT00537030,Erwinia asparaginase,ADMINISTERED_TO,Patients
NCT00537030,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00537030,pegaspargase,TREATS,Child
NCT00537030,pegaspargase,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT02361047,Inflammation,PROCESS_OF,Survivors
NCT02361047,"Leukemia, Lymphocytic, Acute, L1",PROCESS_OF,Survivors
NCT02361047,Oxidative Stress,PROCESS_OF,Survivors
NCT02361047,"Leukemia, Lymphocytic, Acute",ISA,Malignant Neoplasms
NCT02361047,Therapeutic procedure,TREATS,"Leukemia, Lymphocytic, Acute"
NCT02361047,"Leukemia, Lymphocytic, Acute, L1",PROCESS_OF,Survivors
NCT02361047,Physical activity,PREVENTS,Weight Gain
NCT02361047,Weight Gain,PROCESS_OF,Survivors
NCT02361047,Physical activity,ISA,Behavior
NCT01733953,Therapeutic procedure,TREATS,Survivors
NCT01733953,Therapeutic procedure,USES,STN gene
NCT01733953,Pharmacotherapy,CAUSES,Atherosclerosis
NCT01733953,Pharmacotherapy,CAUSES,Cardiovascular Diseases
NCT01733953,Therapeutic procedure,TREATS,Malignant Neoplasms
NCT01733953,Hydroxymethylglutaryl-CoA Reductase Inhibitors,DISRUPTS,arterial stiffness
NCT01733953,Pharmaceutical Preparations,TREATS,Cancer Survivor
NCT01733953,Therapeutic procedure,TREATS,Survivors
